id,Russian,English,orthography,transcription,prs,form2,form3,pos,additional_forms,kk,jena200,gld110,def_RU,context
930,ОЧЕНЬ,VERY,цӀакъ,cʼaqʼ,,,,adv,,506,0,0,"Модификатор, используемый с прилагательными и обозначающий высокую степень признака.","Мы увидели очень высокую гору, на которую сложно подняться."
931,МАЛО,FEW,кулуб,kulub,,,,adv,,505,0,0,"Более одного, но не так много, как обычно или как ожидается. (Concepticon)",На урок пришло мало учеников.
932,ПОЛНЫЙ,FULL,бецӀуб,-ecʼu-,,,,adj,рецӀуре пидрабади - полные ведра,0,62,31,"Прилагательное или причастие, применительно к наполненному сосуду. Слово должно иметь возможность независимого употребления, так что следует отличать от ‘наполненный чем-либо’. Также отличать от маркированного ‘полностью заполненный’, ‘полный до краев’ или от конкретизированного ‘полный мелких предметов’ и т. п. (GLD, изм.)","1. Этот сосуд пустой, а это полный. 2. Сосуд/мешок/яма полон(/а), больше ничего не поместится."
933,СЫТЫЙ,SATIATED,воцӀув,-ecʼu-,,,,adj,бецӀубе гӀадамади - сытые люди,536,0,0,Съевший достаточно. (Concepticon),"1. Хочешь ещё поесть? — Нет, я сытый. 2. Сытый человек не хочет есть."
934,НАПОЛНЯТЬСЯ,FILL (INTR),бецӀеду,-ecʼidegu,бецӀида эгу (бецӀидегу),бецӀи,бецӀа,v,воцӀи йецӀи бецӀи бецӀи рецӀи,70,0,0,Становиться полным.,После дождя бочка на улице наполнилась водой.
935,НАПОЛНЯТЬ,FILL (TR),бецӀаледу,-ecʼaldegu,бецӀалда эгу (бецӀалдегу),бецӀали,бецӀала,v,воцӀали йецӀали бецӀали бецӀали рецӀали,71,0,0,Делать полным.,Он наполнил мешок мукой.
936,ПУСТОЙ,EMPTY,бечӀудасс,-ečʼudasː,,,,adj,речӀудасе пидрабади - пустые ведра,540,0,0,Не имеющий содержимого. (Concepticon),"1. Стакан пустой, налей в него воды. 2. Пустой мешок нести легко."
937,КУСОК,PIECE,кусук,kusuk,,кусукул,кусукиби,n,,0,0,0,"Часть объекта, отделённая от других частей.",1. Он отломил кусок хлеба. 2. От удара телега развалилась на куски.
938,ПОЛОВИНА,HALF,рекъинсса,reqʼinsːa,,рекъинссалъил,рекъинссади,n,,0,0,0,Одна из двух частей объекта.,Он съел половину хлеба и другую отдал брату.
939,ПАРА,PAIR,кӀекӀи,kʼekʼi,,,,n,,0,0,0,"Группа из двух объектов, часто — запряжённые вместе животные (быки и т.д.).",Он запряг пару быков в ярмо.
940,НОВЫЙ,NEW,цӀинуб,cʼinub,,,,adj,,553,110,61,"Общее слово для ‘только что сделанный’ и ‘только что приобретенный’ по отношению к вещам; отличать от ‘молодого’. Если общего термина для этих понятий нет, использовать ‘только что сделанный’; только что приобретённый можно указывать как небазовый синоним.",1. Он приобрел себе новую одежду. (GLD) 2. Он сделал себе новый инструмент. (GLD)
941,МОЛОДОЙ,YOUNG,милчаб,milčab,,,,adj,,0,0,0,"Находящийся на раннем этапе жизни; о человеке. (Concepticon, изм.) В основном относится к молодым взрослым, не к детям.",1. Молодой человек сильнее старого. 2. Жена моложе мужа.
942,СТАРЫЙ (О ЧЕЛОВЕКЕ),OLD (OF PERSON),вугьарув,-iharu-,,,,adj,бигьарубе гӀадамади - старые люди,534,0,0,"Находящийся на позднем этапе жизни; не имеющий более обязанности работать, обеспечиваемый молодыми родственниками.",1. Молодой человек сильнее старого. 2. Муж старше жены. 3. Старым людям помогают дети.
943,СТАРЫЙ (О ВЕЩИ),OLD (OF THING),кьураб,ʟʼurab,,,,adj,,554,0,0,Самое общее слово для относительно большого возраста неодушевлённого объекта. (далее см. CoBL),"1. Он живёт в старом доме, а не в новом. (CoBL) 2. XX — очень старый город."
